id_usuari,id_llibre,score,genere_persona,any_naixement,pref_adaptacio_peli,pref_best_seller,pref_tipus_lectura,pref_sagues,comprat,Ciència Ficció,Històrica,Ficció,Comèdia,Romàntic,Fantasia,Ciència,Creixement personal,Policiaca,Juvenil,pagines_max,Idioma
60,88,4.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
60,39,4.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
60,94,3.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
60,103,4.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
60,83,5.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
60,90,5.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
60,53,4.0,Home,1981,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,1,0,0,0,0,0,1,0,0,1000,"{'Català', 'Espanyol'}"
61,16,5.0,Dona,1955,Indiferent,Si,Indiferent,Si,Si,0,0,0,0,1,1,0,0,0,0,1000,"{'Català', 'Espanyol'}"
61,17,5.0,Dona,1955,Indiferent,Si,Indiferent,Si,Si,0,0,0,0,1,1,0,0,0,0,1000,"{'Català', 'Espanyol'}"
61,74,2.0,Dona,1955,Indiferent,Si,Indiferent,Si,Si,0,0,0,0,1,1,0,0,0,0,1000,"{'Català', 'Espanyol'}"
62,15,5.0,Dona,2003,Indiferent,Indiferent,Fluida,No,Si,0,0,0,1,1,0,0,0,0,0,400,"{'Català', 'Anglès', 'Espanyol'}"
62,102,5.0,Dona,2003,Indiferent,Indiferent,Fluida,No,Si,0,0,0,1,1,0,0,0,0,0,400,"{'Català', 'Anglès', 'Espanyol'}"
62,1,3.0,Dona,2003,Indiferent,Indiferent,Fluida,No,No,0,0,0,1,1,0,0,0,0,0,400,"{'Català', 'Anglès', 'Espanyol'}"
62,16,5.0,Dona,2003,Indiferent,Indiferent,Fluida,No,Si,0,0,0,1,1,0,0,0,0,0,400,"{'Català', 'Anglès', 'Espanyol'}"
62,80,5.0,Dona,2003,Indiferent,Indiferent,Fluida,No,Si,0,0,0,1,1,0,0,0,0,0,400,"{'Català', 'Anglès', 'Espanyol'}"
62,37,3.0,Dona,2003,Indiferent,Indiferent,Fluida,No,No,0,0,0,1,1,0,0,0,0,0,400,"{'Català', 'Anglès', 'Espanyol'}"
63,95,3.0,Home,1952,Indiferent,Indiferent,Fluida,Indiferent,No,0,0,0,1,0,0,0,0,0,0,300,{'Català'}
63,33,4.0,Home,1952,Indiferent,Indiferent,Fluida,Indiferent,No,0,0,0,1,0,0,0,0,0,0,300,{'Català'}
63,22,5.0,Home,1952,Indiferent,Indiferent,Fluida,Indiferent,Si,0,0,0,1,0,0,0,0,0,0,300,{'Català'}
64,71,5.0,Dona,2002,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,0,0,0,1,0,0,1,0,0,1000,"{'Català', 'Anglès'}"
64,103,5.0,Dona,2002,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,0,0,0,1,0,0,1,0,0,1000,"{'Català', 'Anglès'}"
64,70,4.0,Dona,2002,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,0,0,0,1,0,0,1,0,0,1000,"{'Català', 'Anglès'}"
64,94,5.0,Dona,2002,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,0,0,0,1,0,0,1,0,0,1000,"{'Català', 'Anglès'}"
64,43,4.0,Dona,2002,Indiferent,Indiferent,Indiferent,Indiferent,Si,0,0,0,0,1,0,0,1,0,0,1000,"{'Català', 'Anglès'}"
64,73,3.0,Dona,2002,Indiferent,Indiferent,Indiferent,Indiferent,No,0,0,0,0,1,0,0,1,0,0,1000,"{'Català', 'Anglès'}"

